Name           Surname        Final_Grade(Aver. )
Name1078       Surname1078    5.53           
Name9005       Surname9005    7.93           
Name9004       Surname9004    8.80           
Name9003       Surname9003    6.53           
Name9002       Surname9002    7.67           
Name9000       Surname9000    7.60           
Name8999       Surname8999    7.00           
Name1085       Surname1085    5.47           
Name8998       Surname8998    5.67           
Name8996       Surname8996    5.40           
Name8989       Surname8989    6.73           
Name8988       Surname8988    5.47           
Name8987       Surname8987    8.33           
Name8985       Surname8985    7.80           
Name8984       Surname8984    7.33           
Name8983       Surname8983    8.07           
Name1094       Surname1094    7.20           
Name8982       Surname8982    6.67           
Name8981       Surname8981    7.53           
Name1097       Surname1097    7.27           
Name1098       Surname1098    6.13           
Name1099       Surname1099    5.27           
Name1100       Surname1100    7.73           
Name1101       Surname1101    5.33           
Name1102       Surname1102    6.20           
Name1103       Surname1103    5.33           
Name8980       Surname8980    7.73           
Name1105       Surname1105    7.73           
Name8979       Surname8979    6.20           
Name1107       Surname1107    7.40           
Name8976       Surname8976    5.40           
Name1109       Surname1109    7.67           
Name8972       Surname8972    6.07           
Name8969       Surname8969    8.00           
Name1112       Surname1112    8.20           
Name8968       Surname8968    7.60           
Name1114       Surname1114    7.93           
Name8967       Surname8967    5.40           
Name8965       Surname8965    8.00           
Name1117       Surname1117    7.27           
Name1118       Surname1118    8.73           
Name1119       Surname1119    5.47           
Name8964       Surname8964    7.67           
Name8962       Surname8962    7.87           
Name8961       Surname8961    6.07           
Name8960       Surname8960    7.27           
Name1124       Surname1124    7.00           
Name8958       Surname8958    8.33           
Name1126       Surname1126    7.53           
Name8956       Surname8956    6.73           
Name8952       Surname8952    7.40           
Name1129       Surname1129    5.60           
Name1130       Surname1130    6.87           
Name1131       Surname1131    7.13           
Name1132       Surname1132    7.33           
Name1133       Surname1133    7.87           
Name8951       Surname8951    6.53           
Name1135       Surname1135    8.27           
Name1136       Surname1136    5.07           
Name1137       Surname1137    7.73           
Name1138       Surname1138    6.67           
Name8949       Surname8949    6.00           
Name8948       Surname8948    6.47           
Name1141       Surname1141    5.20           
Name1142       Surname1142    8.07           
Name8945       Surname8945    6.67           
Name8944       Surname8944    6.00           
Name8942       Surname8942    5.33           
Name8941       Surname8941    7.60           
Name1147       Surname1147    5.93           
Name8939       Surname8939    5.93           
Name1149       Surname1149    5.67           
Name1150       Surname1150    5.67           
Name8937       Surname8937    6.40           
Name8936       Surname8936    7.00           
Name8935       Surname8935    5.13           
Name8934       Surname8934    7.00           
Name1155       Surname1155    7.53           
Name1156       Surname1156    7.07           
Name8931       Surname8931    6.20           
Name1158       Surname1158    7.07           
Name1159       Surname1159    6.20           
Name1160       Surname1160    7.27           
Name8930       Surname8930    6.00           
Name1162       Surname1162    5.13           
Name1163       Surname1163    6.53           
Name1164       Surname1164    6.93           
Name1165       Surname1165    6.47           
Name8928       Surname8928    7.07           
Name8927       Surname8927    5.27           
Name8925       Surname8925    8.67           
Name1169       Surname1169    6.53           
Name8924       Surname8924    6.33           
Name8923       Surname8923    6.67           
Name1172       Surname1172    7.07           
Name1173       Surname1173    7.93           
Name1174       Surname1174    6.87           
Name8921       Surname8921    6.80           
Name1176       Surname1176    6.53           
Name1177       Surname1177    6.47           
Name8920       Surname8920    8.13           
Name8915       Surname8915    7.33           
Name8914       Surname8914    6.20           
Name1181       Surname1181    7.33           
Name8912       Surname8912    7.27           
Name1183       Surname1183    6.87           
Name1184       Surname1184    6.20           
Name1185       Surname1185    5.87           
Name8910       Surname8910    7.47           
Name8908       Surname8908    6.07           
Name8906       Surname8906    6.13           
Name1189       Surname1189    8.13           
Name1190       Surname1190    7.07           
Name1191       Surname1191    7.67           
Name8903       Surname8903    5.87           
Name1193       Surname1193    6.40           
Name8901       Surname8901    6.00           
Name8900       Surname8900    6.33           
Name8896       Surname8896    5.53           
Name1197       Surname1197    6.53           
Name1198       Surname1198    7.80           
Name8895       Surname8895    8.33           
Name8893       Surname8893    5.27           
Name1201       Surname1201    5.33           
Name1202       Surname1202    7.27           
Name8892       Surname8892    6.87           
Name1204       Surname1204    7.67           
Name8891       Surname8891    7.53           
Name1206       Surname1206    7.87           
Name1207       Surname1207    6.53           
Name1208       Surname1208    6.87           
Name1209       Surname1209    5.07           
Name8890       Surname8890    6.40           
Name1211       Surname1211    6.47           
Name8889       Surname8889    5.87           
Name1213       Surname1213    5.07           
Name8888       Surname8888    7.80           
Name8887       Surname8887    6.33           
Name1216       Surname1216    6.53           
Name8886       Surname8886    5.00           
Name8883       Surname8883    6.73           
Name1219       Surname1219    8.07           
Name8881       Surname8881    5.80           
Name1221       Surname1221    7.80           
Name8878       Surname8878    5.93           
Name1223       Surname1223    8.47           
Name1224       Surname1224    6.73           
Name8877       Surname8877    5.93           
Name8875       Surname8875    7.67           
Name8872       Surname8872    8.67           
Name1228       Surname1228    5.33           
Name8864       Surname8864    6.00           
Name1230       Surname1230    6.93           
Name8863       Surname8863    7.13           
Name1232       Surname1232    6.07           
Name8858       Surname8858    7.13           
Name1234       Surname1234    6.87           
Name8856       Surname8856    6.53           
Name1236       Surname1236    6.53           
Name1237       Surname1237    5.87           
Name1238       Surname1238    7.13           
Name1239       Surname1239    5.67           
Name8853       Surname8853    7.93           
Name8851       Surname8851    5.07           
Name1242       Surname1242    5.53           
Name1243       Surname1243    5.40           
Name1244       Surname1244    6.20           
Name8849       Surname8849    5.67           
Name8848       Surname8848    6.13           
Name8844       Surname8844    8.07           
Name1248       Surname1248    5.73           
Name1249       Surname1249    5.53           
Name8838       Surname8838    5.80           
Name1251       Surname1251    5.33           
Name1252       Surname1252    7.73           
Name8837       Surname8837    6.00           
Name1254       Surname1254    7.00           
Name8833       Surname8833    5.13           
Name1256       Surname1256    5.00           
Name8832       Surname8832    5.20           
Name8831       Surname8831    8.07           
Name1259       Surname1259    5.53           
Name8830       Surname8830    8.33           
Name1261       Surname1261    5.13           
Name1262       Surname1262    7.60           
Name8829       Surname8829    5.40           
Name8828       Surname8828    7.53           
Name8827       Surname8827    7.87           
Name8824       Surname8824    7.53           
Name1267       Surname1267    6.93           
Name8823       Surname8823    7.47           
Name8822       Surname8822    6.73           
Name8819       Surname8819    6.60           
Name1271       Surname1271    6.33           
Name1272       Surname1272    6.20           
Name8817       Surname8817    5.27           
Name8814       Surname8814    5.07           
Name8813       Surname8813    7.87           
Name1276       Surname1276    7.47           
Name1277       Surname1277    5.00           
Name1278       Surname1278    8.20           
Name8811       Surname8811    6.53           
Name8809       Surname8809    5.53           
Name8807       Surname8807    7.00           
Name1282       Surname1282    7.40           
Name1283       Surname1283    6.33           
Name8803       Surname8803    7.53           
Name8802       Surname8802    5.87           
Name8801       Surname8801    5.20           
Name1287       Surname1287    5.73           
Name1288       Surname1288    5.47           
Name8800       Surname8800    7.47           
Name8798       Surname8798    8.47           
Name8796       Surname8796    8.60           
Name1292       Surname1292    5.93           
Name8795       Surname8795    6.27           
Name8794       Surname8794    7.07           
Name1295       Surname1295    6.60           
Name8793       Surname8793    6.60           
Name8788       Surname8788    5.60           
Name1298       Surname1298    8.47           
Name1299       Surname1299    7.20           
Name8781       Surname8781    6.60           
Name1301       Surname1301    5.20           
Name1302       Surname1302    5.00           
Name8778       Surname8778    8.20           
Name8775       Surname8775    7.73           
Name1305       Surname1305    5.73           
Name8773       Surname8773    5.73           
Name8772       Surname8772    7.80           
Name8766       Surname8766    5.20           
Name8765       Surname8765    7.13           
Name8762       Surname8762    5.53           
Name1311       Surname1311    5.80           
Name1312       Surname1312    7.00           
Name1313       Surname1313    7.87           
Name1314       Surname1314    5.47           
Name8761       Surname8761    6.13           
Name1316       Surname1316    5.40           
Name8760       Surname8760    8.40           
Name1318       Surname1318    7.40           
Name1319       Surname1319    6.27           
Name1320       Surname1320    9.40           
Name1321       Surname1321    8.20           
Name8759       Surname8759    6.60           
Name8753       Surname8753    5.20           
Name8747       Surname8747    9.00           
Name1325       Surname1325    8.00           
Name8746       Surname8746    5.33           
Name1327       Surname1327    6.80           
Name8744       Surname8744    5.93           
Name1329       Surname1329    6.13           
Name1330       Surname1330    7.93           
Name1331       Surname1331    6.13           
Name1332       Surname1332    6.53           
Name8743       Surname8743    6.67           
Name8742       Surname8742    8.00           
Name1335       Surname1335    6.40           
Name1336       Surname1336    8.60           
Name1337       Surname1337    5.13           
Name1338       Surname1338    5.67           
Name1339       Surname1339    5.27           
Name8737       Surname8737    7.67           
Name8733       Surname8733    6.93           
Name1342       Surname1342    7.33           
Name1343       Surname1343    8.20           
Name8730       Surname8730    6.40           
Name8729       Surname8729    6.87           
Name1346       Surname1346    7.33           
Name1347       Surname1347    7.33           
Name1348       Surname1348    7.67           
Name1349       Surname1349    7.40           
Name8721       Surname8721    7.67           
Name8720       Surname8720    7.13           
Name1352       Surname1352    5.13           
Name8719       Surname8719    7.07           
Name1354       Surname1354    5.80           
Name8716       Surname8716    5.47           
Name8715       Surname8715    5.67           
Name1357       Surname1357    7.80           
Name8714       Surname8714    7.47           
Name8713       Surname8713    5.00           
Name1360       Surname1360    7.13           
Name1361       Surname1361    7.27           
Name1362       Surname1362    8.13           
Name1363       Surname1363    7.13           
Name1364       Surname1364    6.80           
Name8712       Surname8712    5.20           
Name1366       Surname1366    8.33           
Name1367       Surname1367    8.67           
Name1368       Surname1368    6.53           
Name1369       Surname1369    8.00           
Name1370       Surname1370    6.40           
Name1371       Surname1371    6.67           
Name8710       Surname8710    7.27           
Name8709       Surname8709    5.60           
Name8708       Surname8708    7.00           
Name1375       Surname1375    8.00           
Name8706       Surname8706    7.60           
Name1377       Surname1377    6.67           
Name1378       Surname1378    5.53           
Name1379       Surname1379    5.47           
Name1380       Surname1380    7.00           
Name8704       Surname8704    7.07           
Name8702       Surname8702    7.20           
Name1383       Surname1383    7.27           
Name8697       Surname8697    7.07           
Name1385       Surname1385    5.33           
Name8695       Surname8695    5.00           
Name1387       Surname1387    5.60           
Name1388       Surname1388    7.40           
Name8691       Surname8691    5.20           
Name1390       Surname1390    6.67           
Name8690       Surname8690    7.53           
Name1392       Surname1392    8.07           
Name1393       Surname1393    5.93           
Name8689       Surname8689    5.40           
Name8688       Surname8688    6.13           
Name8685       Surname8685    5.60           
Name1397       Surname1397    6.60           
Name1398       Surname1398    7.07           
Name8684       Surname8684    5.40           
Name1400       Surname1400    7.07           
Name1401       Surname1401    7.67           
Name8683       Surname8683    8.00           
Name8681       Surname8681    6.80           
Name1404       Surname1404    6.20           
Name8678       Surname8678    5.73           
Name1406       Surname1406    7.40           
Name1407       Surname1407    8.40           
Name8677       Surname8677    5.47           
Name1409       Surname1409    7.07           
Name8676       Surname8676    5.87           
Name1411       Surname1411    5.07           
Name1412       Surname1412    5.67           
Name8673       Surname8673    7.27           
Name1414       Surname1414    5.93           
Name1415       Surname1415    6.80           
Name1416       Surname1416    8.13           
Name1417       Surname1417    6.60           
Name8672       Surname8672    8.67           
Name8671       Surname8671    5.20           
Name1420       Surname1420    7.33           
Name8670       Surname8670    6.40           
Name8667       Surname8667    6.13           
Name1423       Surname1423    5.73           
Name1424       Surname1424    6.20           
Name8666       Surname8666    5.07           
Name1426       Surname1426    7.07           
Name8664       Surname8664    5.60           
Name8662       Surname8662    8.60           
Name1429       Surname1429    7.53           
Name1430       Surname1430    6.73           
Name8658       Surname8658    6.20           
Name8657       Surname8657    6.07           
Name8655       Surname8655    7.80           
Name8653       Surname8653    8.53           
Name8651       Surname8651    5.00           
Name1436       Surname1436    7.67           
Name8650       Surname8650    7.67           
Name8646       Surname8646    8.73           
Name1439       Surname1439    5.93           
Name8644       Surname8644    5.07           
Name1441       Surname1441    7.47           
Name1442       Surname1442    5.33           
Name1443       Surname1443    5.33           
Name8643       Surname8643    6.87           
Name8642       Surname8642    7.47           
Name1446       Surname1446    5.40           
Name1447       Surname1447    6.47           
Name1448       Surname1448    5.60           
Name8640       Surname8640    6.53           
Name1450       Surname1450    7.27           
Name8638       Surname8638    5.67           
Name1452       Surname1452    7.93           
Name8637       Surname8637    5.93           
Name8633       Surname8633    8.67           
Name8631       Surname8631    5.20           
Name1456       Surname1456    7.13           
Name8629       Surname8629    8.00           
Name8624       Surname8624    5.93           
Name1459       Surname1459    5.60           
Name8623       Surname8623    7.40           
Name1461       Surname1461    7.27           
Name1462       Surname1462    8.47           
Name8620       Surname8620    6.47           
Name8619       Surname8619    7.73           
Name8618       Surname8618    5.87           
Name1466       Surname1466    7.13           
Name8617       Surname8617    8.33           
Name8613       Surname8613    6.73           
Name8609       Surname8609    8.27           
Name1470       Surname1470    5.40           
Name1471       Surname1471    7.00           
Name8606       Surname8606    6.33           
Name1473       Surname1473    5.73           
Name8605       Surname8605    6.73           
Name8604       Surname8604    6.53           
Name1476       Surname1476    5.33           
Name8603       Surname8603    7.07           
Name8602       Surname8602    6.33           
Name8601       Surname8601    7.00           
Name1480       Surname1480    7.67           
Name1481       Surname1481    7.87           
Name8599       Surname8599    9.47           
Name1483       Surname1483    5.40           
Name1484       Surname1484    6.47           
Name8597       Surname8597    7.87           
Name1486       Surname1486    7.53           
Name8596       Surname8596    7.00           
Name1488       Surname1488    6.40           
Name8595       Surname8595    8.27           
Name8593       Surname8593    5.07           
Name8588       Surname8588    6.33           
Name1492       Surname1492    6.73           
Name1493       Surname1493    6.27           
Name8585       Surname8585    5.20           
Name8584       Surname8584    5.73           
Name8583       Surname8583    5.53           
Name1497       Surname1497    8.47           
Name8577       Surname8577    8.20           
Name1499       Surname1499    5.07           
Name8575       Surname8575    5.07           
Name8574       Surname8574    5.53           
Name1502       Surname1502    5.53           
Name8573       Surname8573    5.47           
Name1504       Surname1504    8.13           
Name1505       Surname1505    5.53           
Name8571       Surname8571    6.00           
Name8569       Surname8569    5.67           
Name1508       Surname1508    5.33           
Name8567       Surname8567    7.53           
Name8564       Surname8564    6.00           
Name1511       Surname1511    6.00           
Name1512       Surname1512    5.47           
Name8562       Surname8562    7.07           
Name1514       Surname1514    7.27           
Name8559       Surname8559    6.53           
Name8558       Surname8558    7.87           
Name8555       Surname8555    6.00           
Name1518       Surname1518    6.73           
Name1519       Surname1519    8.47           
Name1520       Surname1520    5.93           
Name8554       Surname8554    7.07           
Name8546       Surname8546    5.60           
Name1523       Surname1523    8.00           
Name1524       Surname1524    8.13           
Name8545       Surname8545    5.53           
Name1526       Surname1526    6.67           
Name1527       Surname1527    5.33           
Name1528       Surname1528    6.53           
Name1529       Surname1529    8.27           
Name1530       Surname1530    7.60           
Name1531       Surname1531    7.07           
Name1532       Surname1532    6.80           
Name8544       Surname8544    8.60           
Name1534       Surname1534    7.27           
Name8542       Surname8542    6.33           
Name1536       Surname1536    5.93           
Name8541       Surname8541    6.27           
Name1538       Surname1538    6.00           
Name1539       Surname1539    7.33           
Name8539       Surname8539    7.00           
Name1541       Surname1541    5.13           
Name8537       Surname8537    8.80           
Name1543       Surname1543    5.60           
Name1544       Surname1544    8.13           
Name1545       Surname1545    5.60           
Name1546       Surname1546    5.60           
Name1547       Surname1547    6.07           
Name1548       Surname1548    7.27           
Name8536       Surname8536    6.27           
Name1550       Surname1550    6.53           
Name1551       Surname1551    7.20           
Name8532       Surname8532    6.40           
Name1553       Surname1553    5.80           
Name1554       Surname1554    7.20           
Name8531       Surname8531    7.27           
Name8529       Surname8529    7.53           
Name1557       Surname1557    7.27           
Name1558       Surname1558    6.53           
Name1559       Surname1559    7.07           
Name8526       Surname8526    5.60           
Name1561       Surname1561    7.73           
Name1562       Surname1562    7.60           
Name8524       Surname8524    6.53           
Name1564       Surname1564    7.47           
Name1565       Surname1565    7.73           
Name8522       Surname8522    6.33           
Name8520       Surname8520    6.53           
Name8518       Surname8518    6.93           
Name8517       Surname8517    7.80           
Name1570       Surname1570    5.60           
Name8515       Surname8515    5.67           
Name1572       Surname1572    7.87           
Name1573       Surname1573    6.53           
Name1574       Surname1574    7.60           
Name8514       Surname8514    5.47           
Name8510       Surname8510    6.73           
Name8507       Surname8507    6.73           
Name1578       Surname1578    8.60           
Name1579       Surname1579    7.93           
Name8506       Surname8506    5.07           
Name8502       Surname8502    5.47           
Name8501       Surname8501    5.13           
Name8499       Surname8499    6.27           
Name1584       Surname1584    5.67           
Name8497       Surname8497    6.60           
Name8493       Surname8493    7.93           
Name8492       Surname8492    8.20           
Name1588       Surname1588    6.20           
Name1589       Surname1589    5.53           
Name8489       Surname8489    5.73           
Name8488       Surname8488    5.53           
Name8486       Surname8486    6.13           
Name8485       Surname8485    7.27           
Name1594       Surname1594    6.80           
Name1595       Surname1595    6.93           
Name8475       Surname8475    7.33           
Name1597       Surname1597    8.07           
Name1598       Surname1598    5.67           
Name1599       Surname1599    5.87           
Name1600       Surname1600    7.53           
Name8471       Surname8471    8.60           
Name1602       Surname1602    6.20           
Name1603       Surname1603    6.00           
Name8469       Surname8469    8.27           
Name1605       Surname1605    7.13           
Name1606       Surname1606    5.47           
Name1607       Surname1607    5.27           
Name8468       Surname8468    6.13           
Name1609       Surname1609    6.93           
Name8466       Surname8466    5.47           
Name1611       Surname1611    7.67           
Name1612       Surname1612    5.53           
Name8462       Surname8462    5.07           
Name1614       Surname1614    6.27           
Name8459       Surname8459    8.20           
Name8458       Surname8458    7.87           
Name1617       Surname1617    5.80           
Name1618       Surname1618    7.53           
Name8456       Surname8456    6.47           
Name8454       Surname8454    5.07           
Name1621       Surname1621    6.00           
Name8453       Surname8453    7.53           
Name8452       Surname8452    6.73           
Name1624       Surname1624    5.00           
Name8448       Surname8448    6.67           
Name8447       Surname8447    5.87           
Name8446       Surname8446    6.53           
Name1628       Surname1628    8.27           
Name1629       Surname1629    6.13           
Name8445       Surname8445    8.47           
Name1631       Surname1631    7.93           
Name8443       Surname8443    7.13           
Name8440       Surname8440    7.33           
Name1634       Surname1634    7.00           
Name1635       Surname1635    6.40           
Name8438       Surname8438    7.20           
Name1637       Surname1637    8.07           
Name1638       Surname1638    7.67           
Name1639       Surname1639    6.73           
Name1640       Surname1640    8.00           
Name8436       Surname8436    5.27           
Name8434       Surname8434    7.60           
Name8433       Surname8433    8.13           
Name8430       Surname8430    8.00           
Name1645       Surname1645    9.07           
Name1646       Surname1646    7.07           
Name1647       Surname1647    7.40           
Name1648       Surname1648    7.27           
Name1649       Surname1649    6.87           
Name1650       Surname1650    6.40           
Name8429       Surname8429    7.33           
Name1652       Surname1652    7.47           
Name1653       Surname1653    7.60           
Name8428       Surname8428    5.87           
Name8426       Surname8426    6.87           
Name8424       Surname8424    7.87           
Name1657       Surname1657    6.60           
Name8421       Surname8421    5.67           
Name1659       Surname1659    5.33           
Name8412       Surname8412    5.87           
Name1661       Surname1661    7.87           
Name8409       Surname8409    7.00           
Name1663       Surname1663    7.73           
Name8408       Surname8408    5.07           
Name1665       Surname1665    7.00           
Name1666       Surname1666    6.27           
Name8404       Surname8404    7.40           
Name1668       Surname1668    6.27           
Name8401       Surname8401    7.80           
Name8395       Surname8395    7.93           
Name8393       Surname8393    5.80           
Name8392       Surname8392    6.33           
Name1673       Surname1673    6.27           
Name8391       Surname8391    6.87           
Name8389       Surname8389    6.07           
Name8386       Surname8386    5.87           
Name8381       Surname8381    6.00           
Name1678       Surname1678    7.53           
Name8380       Surname8380    8.80           
Name1680       Surname1680    8.60           
Name1681       Surname1681    6.60           
Name1682       Surname1682    6.00           
Name8379       Surname8379    6.80           
Name1684       Surname1684    8.20           
Name8377       Surname8377    5.93           
Name8376       Surname8376    7.33           
Name8375       Surname8375    7.27           
Name8373       Surname8373    7.60           
Name1689       Surname1689    5.13           
Name1690       Surname1690    8.60           
Name8370       Surname8370    7.40           
Name8366       Surname8366    5.53           
Name8364       Surname8364    8.47           
Name1694       Surname1694    7.93           
Name1695       Surname1695    5.93           
Name8361       Surname8361    6.53           
Name8358       Surname8358    6.27           
Name1698       Surname1698    5.20           
Name1699       Surname1699    6.13           
Name1700       Surname1700    6.93           
Name8357       Surname8357    6.40           
Name1702       Surname1702    5.07           
Name8352       Surname8352    7.87           
Name8350       Surname8350    5.40           
Name8349       Surname8349    5.27           
Name8348       Surname8348    6.13           
Name8347       Surname8347    7.33           
Name8345       Surname8345    7.33           
Name1709       Surname1709    5.40           
Name8343       Surname8343    6.13           
Name8342       Surname8342    7.53           
Name1712       Surname1712    5.87           
Name1713       Surname1713    6.00           
Name1714       Surname1714    5.47           
Name1715       Surname1715    7.60           
Name1716       Surname1716    8.33           
Name1717       Surname1717    6.93           
Name8341       Surname8341    5.00           
Name1719       Surname1719    6.80           
Name1720       Surname1720    6.80           
Name1721       Surname1721    5.20           
Name8340       Surname8340    6.67           
Name1723       Surname1723    6.67           
Name1724       Surname1724    5.20           
Name1725       Surname1725    7.27           
Name1726       Surname1726    7.07           
Name1727       Surname1727    6.60           
Name1728       Surname1728    7.87           
Name1729       Surname1729    7.33           
Name8339       Surname8339    7.20           
Name8338       Surname8338    7.93           
Name1732       Surname1732    5.80           
Name8337       Surname8337    6.60           
Name1734       Surname1734    5.60           
Name8335       Surname8335    7.87           
Name1736       Surname1736    6.27           
Name8333       Surname8333    6.40           
Name1738       Surname1738    6.27           
Name1739       Surname1739    6.93           
Name1740       Surname1740    5.13           
Name1741       Surname1741    5.13           
Name8329       Surname8329    6.33           
Name8327       Surname8327    7.80           
Name8324       Surname8324    7.13           
Name1745       Surname1745    6.47           
Name1746       Surname1746    7.33           
Name8323       Surname8323    6.27           
Name8320       Surname8320    8.00           
Name1749       Surname1749    7.40           
Name1750       Surname1750    5.27           
Name8319       Surname8319    5.20           
Name1752       Surname1752    6.00           
Name8315       Surname8315    6.53           
Name8314       Surname8314    5.27           
Name8313       Surname8313    5.60           
Name1756       Surname1756    7.67           
Name1757       Surname1757    6.13           
Name1758       Surname1758    7.27           
Name1759       Surname1759    6.93           
Name1760       Surname1760    7.80           
Name8312       Surname8312    5.87           
Name8311       Surname8311    6.60           
Name1763       Surname1763    5.33           
Name8308       Surname8308    7.07           
Name1765       Surname1765    7.40           
Name8305       Surname8305    7.20           
Name1767       Surname1767    6.33           
Name1768       Surname1768    7.60           
Name8304       Surname8304    6.13           
Name1770       Surname1770    6.00           
Name1771       Surname1771    6.20           
Name8302       Surname8302    8.47           
Name8299       Surname8299    7.07           
Name8297       Surname8297    8.13           
Name1775       Surname1775    6.53           
Name1776       Surname1776    8.73           
Name8295       Surname8295    7.27           
Name8291       Surname8291    7.67           
Name1779       Surname1779    7.27           
Name1780       Surname1780    7.27           
Name8290       Surname8290    7.67           
Name8287       Surname8287    5.33           
Name1783       Surname1783    5.47           
Name8285       Surname8285    6.20           
Name1785       Surname1785    5.87           
Name8284       Surname8284    6.20           
Name1787       Surname1787    7.33           
Name8283       Surname8283    7.93           
Name8277       Surname8277    8.33           
Name1790       Surname1790    5.27           
Name1791       Surname1791    5.73           
Name8275       Surname8275    8.13           
Name1793       Surname1793    5.60           
Name8274       Surname8274    5.07           
Name1795       Surname1795    6.20           
Name8272       Surname8272    7.33           
Name1797       Surname1797    6.80           
Name8269       Surname8269    8.53           
Name1799       Surname1799    6.87           
Name1800       Surname1800    7.00           
Name8268       Surname8268    7.00           
Name8267       Surname8267    8.00           
Name8266       Surname8266    5.00           
Name8265       Surname8265    8.00           
Name8264       Surname8264    7.13           
Name1806       Surname1806    6.40           
Name8263       Surname8263    5.13           
Name1808       Surname1808    7.13           
Name8262       Surname8262    5.40           
Name1810       Surname1810    6.33           
Name1811       Surname1811    7.00           
Name8261       Surname8261    7.53           
Name1813       Surname1813    6.00           
Name1814       Surname1814    6.53           
Name1815       Surname1815    6.80           
Name1816       Surname1816    5.20           
Name8260       Surname8260    7.33           
Name1818       Surname1818    5.47           
Name1819       Surname1819    5.40           
Name8258       Surname8258    6.73           
Name1821       Surname1821    7.40           
Name1822       Surname1822    6.93           
Name8256       Surname8256    6.53           
Name8255       Surname8255    6.53           
Name1825       Surname1825    7.40           
Name1826       Surname1826    8.00           
Name8251       Surname8251    6.07           
Name8250       Surname8250    5.33           
Name1829       Surname1829    6.80           
Name8249       Surname8249    7.80           
Name1831       Surname1831    5.93           
Name8245       Surname8245    5.00           
Name1833       Surname1833    5.13           
Name8244       Surname8244    6.27           
Name8243       Surname8243    7.20           
Name8240       Surname8240    7.13           
Name1837       Surname1837    8.60           
Name8238       Surname8238    5.93           
Name8236       Surname8236    8.87           
Name8235       Surname8235    7.47           
Name8227       Surname8227    7.33           
Name8226       Surname8226    5.87           
Name1843       Surname1843    6.13           
Name8225       Surname8225    5.53           
Name1845       Surname1845    6.87           
Name8224       Surname8224    6.20           
Name8222       Surname8222    5.20           
Name8221       Surname8221    5.47           
Name1849       Surname1849    5.00           
Name8220       Surname8220    8.27           
Name8219       Surname8219    8.00           
Name8218       Surname8218    6.60           
Name1853       Surname1853    7.33           
Name1854       Surname1854    7.13           
Name8217       Surname8217    5.60           
Name8216       Surname8216    7.27           
Name1857       Surname1857    5.93           
Name1858       Surname1858    7.87           
Name1859       Surname1859    6.60           
Name8215       Surname8215    7.87           
Name8208       Surname8208    6.80           
Name8204       Surname8204    5.47           
Name1863       Surname1863    6.53           
Name1864       Surname1864    7.73           
Name8202       Surname8202    7.33           
Name8201       Surname8201    5.93           
Name8200       Surname8200    6.73           
Name1868       Surname1868    5.07           
Name8199       Surname8199    5.47           
Name8198       Surname8198    8.00           
Name1871       Surname1871    7.93           
Name8194       Surname8194    6.13           
Name1873       Surname1873    8.73           
Name1874       Surname1874    8.47           
Name1875       Surname1875    7.20           
Name8193       Surname8193    6.53           
Name1877       Surname1877    6.60           
Name1878       Surname1878    6.73           
Name1879       Surname1879    6.53           
Name1880       Surname1880    6.33           
Name8191       Surname8191    7.13           
Name1882       Surname1882    6.67           
Name1883       Surname1883    7.07           
Name8190       Surname8190    5.73           
Name8189       Surname8189    6.27           
Name8187       Surname8187    5.80           
Name8184       Surname8184    6.87           
Name8181       Surname8181    7.27           
Name8180       Surname8180    5.40           
Name8179       Surname8179    5.47           
Name1891       Surname1891    7.53           
Name1892       Surname1892    7.47           
Name1893       Surname1893    5.53           
Name8178       Surname8178    7.80           
Name1895       Surname1895    7.33           
Name1896       Surname1896    5.67           
Name1897       Surname1897    5.73           
Name8177       Surname8177    8.13           
Name8173       Surname8173    5.47           
Name8170       Surname8170    6.93           
Name8169       Surname8169    7.93           
Name8166       Surname8166    7.93           
Name8161       Surname8161    7.80           
Name1904       Surname1904    6.67           
Name8160       Surname8160    5.93           
Name8159       Surname8159    6.27           
Name8158       Surname8158    8.67           
Name1908       Surname1908    8.20           
Name8156       Surname8156    6.27           
Name1910       Surname1910    8.20           
Name8155       Surname8155    7.07           
Name1912       Surname1912    8.80           
Name8146       Surname8146    5.20           
Name8145       Surname8145    8.53           
Name8144       Surname8144    6.60           
Name1916       Surname1916    5.73           
Name8143       Surname8143    6.60           
Name8142       Surname8142    6.87           
Name1919       Surname1919    6.40           
Name1920       Surname1920    5.93           
Name1921       Surname1921    7.60           
Name8141       Surname8141    7.80           
Name1923       Surname1923    6.80           
Name8139       Surname8139    5.93           
Name1925       Surname1925    5.73           
Name1926       Surname1926    6.40           
Name8135       Surname8135    7.20           
Name1928       Surname1928    7.67           
Name8134       Surname8134    5.40           
Name8133       Surname8133    5.87           
Name1931       Surname1931    7.13           
Name8130       Surname8130    6.07           
Name8129       Surname8129    6.33           
Name1934       Surname1934    6.67           
Name1935       Surname1935    6.80           
Name1936       Surname1936    7.20           
Name1937       Surname1937    7.87           
Name1938       Surname1938    6.73           
Name1939       Surname1939    6.33           
Name1940       Surname1940    6.73           
Name1941       Surname1941    5.07           
Name1942       Surname1942    5.27           
Name8123       Surname8123    8.20           
Name8122       Surname8122    6.73           
Name1945       Surname1945    8.00           
Name8117       Surname8117    6.47           
Name8116       Surname8116    5.53           
Name1948       Surname1948    8.93           
Name1949       Surname1949    6.87           
Name1950       Surname1950    8.53           
